datetime,num_train_running,num_train_operational,num_dalian_train_running,num_dalian_train_operational,headway
2018-12-23 11:00:00,12,13.0,1.0,0,8.0
2018-12-25 07:00:00,12,12.0,0.0,0,8.5
2018-12-24 12:00:00,12,13.0,0.0,0,8.5
2018-12-24 11:00:00,12,13.0,0.0,0,8.5
2018-12-25 08:00:00,12,12.0,0.0,0,8.5
2018-12-26 06:00:00,14,14.0,0.0,0,7.5
2018-12-26 20:00:00,15,16.0,0.0,0,7.0
2018-12-26 10:00:00,15,15.0,0.0,0,7.0
2018-12-26 14:00:00,15,15.0,0.0,0,7.0
2018-12-27 19:00:00,15,16.0,0.0,0,7.0
2018-12-27 11:00:00,15,16.0,0.0,0,7.0
2018-12-27 12:00:00,15,16.0,0.0,0,7.0
2018-12-28 06:00:00,15,15.0,0.0,0,7.0
2018-12-28 20:00:00,15,16.0,0.0,0,7.0
2018-12-28 11:00:00,15,16.0,0.0,0,7.0
2018-12-29 20:00:00,12,13.0,0.0,0,8.5
2018-12-30 07:00:00,12,13.0,0.0,0,8.5
2018-12-29 12:00:00,12,13.0,0.0,0,8.5
2018-12-30 17:00:00,12,13.0,0.0,0,8.5
2018-12-30 11:00:00,12,13.0,0.0,0,8.5
2019-01-01 06:00:00,9,12.0,0.0,0,8.5
2018-12-31 19:00:00,12,13.0,0.0,0,8.5
2018-12-31 12:00:00,12,13.0,0.0,0,8.5
2018-12-31 10:00:00,12,13.0,0.0,0,8.5
2019-01-01 10:00:00,12,12.0,0.0,0,8.5
2019-01-02 07:00:00,15,15.0,0.0,0,7.0
2019-01-03 07:00:00,15,16.0,0.0,0,7.0
2019-01-02 11:00:00,15,16.0,0.0,0,7.0
2019-01-04 06:00:00,15,16.0,0.0,0,7.0
2019-01-03 11:00:00,15,16.0,0.0,0,7.0
2019-01-04 08:00:00,15,16.0,0.0,0,7.0
2019-01-04 13:00:00,15,15.0,0.0,0,7.0
2019-01-05 19:00:00,12,13.0,0.0,0,8.5
2019-01-05 11:00:00,12,13.0,0.0,0,8.5
2019-01-07 07:00:00,15,15.0,0.0,0,7.0
2019-01-06 16:00:00,12,13.0,0.0,0,8.5
2019-01-06 11:00:00,12,13.0,0.0,0,8.5
